Name,Jersey Number,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Jaroslaw Jach,33.0,Poland,26.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Sam Woods,35.0,England,22.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Ryan Inniss,45.0,England,25.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Luka Milivojevic,4.0,Serbia,29.0,121.0,41,53,27.0,0.22,0.0,27.0,0.0,21.0,3.0,144.0,55.0,38%,5.0,4.0,,,264.0,64%,,41.0,227.0,202.0,91.0,,736.0,597.0,597.0,56.0,167.0,137.0,,4.0,4.0,5573.0,46.06,8.0,376.0,27%,9.0,394.0,,,,,,,,,34,0,207,2.0
Max Meyer,7.0,Germany,25.0,46.0,11,24,1.0,0.02,0.0,0.0,1.0,0.0,0.0,47.0,10.0,21%,1.0,0.0,,,52.0,56%,,14.0,22.0,20.0,4.0,,116.0,111.0,110.0,19.0,6.0,25.0,,0.0,2.0,864.0,18.78,0.0,33.0,15%,0.0,19.0,,,,,,,,,4,0,16,3.0
Cheikhou Kouyaté,8.0,Senegal,30.0,197.0,64,76,13.0,0.07,5.0,7.0,0.0,0.0,0.0,167.0,54.0,32%,8.0,12.0,,,446.0,65%,,33.0,310.0,412.0,260.0,,1035.0,1311.0,1091.0,125.0,547.0,431.0,,1.0,10.0,5799.0,29.44,3.0,104.0,16%,8.0,176.0,,,,,,,,,25,1,242,16.0
Andros Townsend,10.0,England,29.0,211.0,78,91,22.0,0.1,0.0,5.0,17.0,1.0,1.0,335.0,103.0,31%,6.0,12.0,,,353.0,71%,,112.0,177.0,82.0,21.0,,913.0,1025.0,1045.0,414.0,19.0,76.0,,2.0,22.0,4717.0,22.36,40.0,923.0,23%,12.0,111.0,,,,,,,,,14,0,78,22.0
Jeffrey Schlupp,15.0,Ghana,27.0,148.0,56,61,11.0,,1.0,3.0,7.0,,,119.52452830188679,,,0.0,,17.0,153.0,278.0,70%,0.0,43.0,177.0,217.0,117.0,0.0,585.0,773.0,757.0,173.0,211.0,261.0,1.0,1.0,8.0,3156.0,21.32,10.0,199.0,19%,4.0,163.0,,,,,,,,,15,0,109,3.0
James McArthur,18.0,Scotland,32.0,282.0,93,126,23.0,0.08,6.0,10.0,7.0,0.0,0.0,214.0,64.0,30%,3.0,12.0,,,613.0,72%,,68.0,398.0,312.0,108.0,,1448.0,1304.0,1452.0,155.0,314.0,385.0,,0.0,18.0,10076.0,35.73,21.0,137.0,18%,32.0,570.0,,,,,,,,,45,0,370,13.0
James McCarthy,22.0,Ireland,29.0,258.0,87,102,13.0,0.05,0.0,10.0,3.0,0.0,0.0,178.0,47.0,26%,4.0,8.0,,,674.0,73%,,65.0,421.0,366.0,124.0,,1284.0,1190.0,1014.0,123.0,148.0,167.0,,3.0,12.0,10840.0,42.02,8.0,188.0,28%,23.0,835.0,,,,,,,,,48,1,309,2.0
Jairo Riedewald,44.0,Netherlands,24.0,29.0,8,13,13.198738170347003,29.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4%,0.0,0.0,,,25.0,72%,,2.0,29.0,31.0,14.0,,70.0,45.0,33.0,11.0,7.0,8.0,,0.0,9.090361445783133,484.0,16.69,0.0,8.0,38%,1.0,29.0,,,,,,,,,0,0,6,0.0
Eberechi Eze,25.0,England,22.0,2.0,2,0,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,2.0,100%,,0.0,0.0,0.0,0.0,,5.0,4.0,8.0,2.0,0.0,1.0,,0.0,9.090361445783133,14.0,7.0,0.0,3.0,67%,0.0,0.0,,,,,,,,,0,0,0,0.0
Nya Kirby,37.0,England,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Jordan Ayew,9.0,Ghana,29.0,139.0,37,71,25.0,0.18,4.0,17.0,4.0,2.0,0.0,226.0,78.0,35%,8.0,13.0,,,226.0,,,73.0,76.0,55.0,34.0,,,,,,,,,,9.0,2968.0,21.35,12.0,147.0,,,,,,,,,,,,18,2,222,44.0
Wilfried Zaha,11.0,Cote D'Ivoire,27.0,217.0,70,94,39.0,0.18,1.0,31.0,7.0,1.0,0.0,336.0,119.0,35%,7.0,32.0,,,294.0,,,106.0,123.0,32.0,8.0,,,,,,,,,,24.0,4555.0,20.99,36.0,537.0,,,,,,,,,,,,33,1,287,79.0
Christian Benteke,17.0,Belgium,29.0,225.0,73,107,72.0,0.32,26.0,37.0,9.0,10.0,1.0,544.0,208.0,38%,14.0,82.0,,,80.0,,,117.0,26.0,214.0,148.0,,,,,,,,,,20.0,5666.0,25.18,31.0,36.0,,,,,,,,,,,,35,3,357,203.0
Connor Wickham,21.0,England,27.0,120.0,29,59,19.0,0.16,4.0,10.0,5.0,1.0,0.0,189.0,59.0,31%,6.0,12.0,,,93.0,,,56.0,53.0,109.0,63.0,,,,,,,,,,7.0,2003.0,16.69,5.0,112.0,,,,,,,,,,,,11,0,147,26.0
Brandon Pierrick,40.0,England,18.0,2.0,0,1,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,,,0.0,0.0,1.0,1.0,,,,,,,,,,9.090361445783133,7.0,3.5,0.0,2.0,,,,,,,,,,,,0,0,0,0.0
Michy Batshuayi,23.0,Belgium,26.0,60.0,37,15,13.0,0.22,1.0,8.0,4.0,0.0,0.0,73.0,25.0,34%,1.0,9.0,,,13.0,,,22.0,7.0,6.0,5.0,,,,,,,,,,3.0,421.0,7.02,0.0,3.0,,,,,,,,,,,,0,0,24,29.0
Jordan Pickford,1.0,England,26.0,147.0,48,65,13.198738170347003,,,,,,,119.52452830188679,,,,,38.0,218.0,,,,,,,,,,,,,,,0.0,13.0,9.090361445783133,4553.0,30.97,,,,,1273.0,462.0,4.0,71.0,98.0,38.0,65.0,609.0,1232.0,3,0,3,
João Virgínia,31.0,Portugal,20.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Jonas Lössl,49.0,Denmark,31.0,69.0,12,41,13.198738170347003,,,,,,,119.52452830188679,,,,,14.0,112.0,,,,,,,,,,,,,,,1.0,5.0,2.0,2290.0,33.19,,,,,746.0,191.0,3.0,43.0,49.0,9.0,34.0,200.0,527.0,2,0,0,
Mason Holgate,4.0,England,23.0,65.0,28,16,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,1.0,,14.0,75.0,113.0,68%,0.0,3.0,81.0,274.0,140.0,1.0,285.0,319.0,227.0,27.0,124.0,120.0,0.0,1.0,4.0,2429.0,37.37,7.0,62.0,16%,2.0,218.0,,,,,,,,,11,0,43,3.0
Michael Keane,5.0,England,27.0,153.0,53,64,6.0,,3.0,2.0,1.0,,,119.52452830188679,,,3.0,,40.0,205.0,157.0,68%,2.0,17.0,249.0,978.0,652.0,2.0,656.0,899.0,574.0,22.0,685.0,417.0,1.0,1.0,5.0,6162.0,40.27,7.0,11.0,27%,3.0,479.0,,,,,,,,,13,0,82,5.0
Lucas Digne,12.0,France,27.0,72.0,28,27,4.0,,0.0,0.0,4.0,,,119.52452830188679,,,5.0,,20.0,89.0,150.0,64%,1.0,29.0,104.0,195.0,100.0,0.0,369.0,452.0,314.0,37.0,209.0,102.0,2.0,0.0,12.0,2961.0,41.12,21.0,570.0,28%,2.0,130.0,,,,,,,,,11,1,83,5.0
Yerry Mina,13.0,Colombia,26.0,44.0,17,16,3.0,,2.0,1.0,0.0,,,119.52452830188679,,,0.0,,8.0,52.0,54.0,56%,0.0,7.0,41.0,156.0,93.0,0.0,181.0,229.0,142.0,6.0,153.0,99.0,1.0,1.0,1.0,2052.0,46.64,2.0,4.0,4%,1.0,149.0,,,,,,,,,6,0,33,3.0
Séamus Coleman,23.0,Ireland,31.0,276.0,114,79,20.0,,7.0,8.0,6.0,,,119.52452830188679,,,6.0,,78.0,277.0,480.0,79%,8.0,48.0,296.0,542.0,284.0,1.0,1272.0,1308.0,1157.0,364.0,195.0,221.0,4.0,3.0,21.0,8930.0,32.36,36.0,742.0,20%,12.0,342.0,,,,,,,,,29,2,194,29.0
Jarrad Branthwaite,32.0,England,18.0,4.0,1,2,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,1.0,6.0,8.0,88%,0.0,0.0,2.0,11.0,7.0,0.0,18.0,20.0,21.0,1.0,9.0,15.0,0.0,0.0,9.090361445783133,223.0,55.75,0.0,0.0,0%,0.0,13.0,,,,,,,,,0,0,4,0.0
Jonjoe Kenny,2.0,England,23.0,31.0,11,15,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,1.0,,6.0,46.0,64.0,78%,0.0,2.0,46.0,107.0,56.0,0.0,138.0,142.0,122.0,11.0,62.0,43.0,0.0,0.0,2.0,1045.0,33.71,3.0,67.0,24%,0.0,68.0,,,,,,,,,3,0,28,0.0
Niels Nkounkou,18.0,France,19.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Fabian Delph,8.0,England,30.0,185.0,76,73,7.0,0.04,0.0,1.0,6.0,0.0,0.0,144.0,36.0,25%,5.0,3.0,,,395.0,71%,,36.0,283.0,213.0,55.0,,1011.0,987.0,706.0,259.0,130.0,165.0,,5.0,8.0,8857.0,47.88,7.0,195.0,27%,13.0,508.0,,,,,,,,,29,3,140,1.0
Gylfi Sigurdsson,10.0,Iceland,31.0,284.0,114,110,61.0,0.21,3.0,45.0,13.0,9.0,7.0,603.0,221.0,37%,20.0,31.0,,,348.0,67%,,203.0,283.0,163.0,44.0,,1015.0,863.0,1223.0,197.0,88.0,246.0,,1.0,45.0,7752.0,27.3,68.0,1363.0,26%,95.0,204.0,,,,,,,,,20,0,193,16.0
André Gomes,21.0,Portugal,27.0,48.0,18,19,1.0,0.02,0.0,1.0,0.0,0.0,0.0,27.0,5.0,19%,0.0,1.0,,,64.0,63%,,6.0,27.0,25.0,16.0,,308.0,229.0,338.0,66.0,56.0,45.0,,0.0,2.0,2169.0,45.19,2.0,28.0,21%,4.0,187.0,,,,,,,,,13,0,89,0.0
Jean-Philippe Gbamin,25.0,Cote D'Ivoire,24.0,2.0,1,0,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,4.0,75%,,0.0,1.0,4.0,3.0,,8.0,11.0,10.0,2.0,3.0,2.0,,0.0,9.090361445783133,70.0,35.0,0.0,0.0,0%,0.0,2.0,,,,,,,,,0,0,2,0.0
Tom Davies,26.0,England,22.0,106.0,46,34,5.0,0.05,1.0,2.0,2.0,0.0,0.0,60.0,15.0,25%,2.0,4.0,,,132.0,61%,,25.0,100.0,63.0,33.0,,415.0,417.0,486.0,76.0,72.0,118.0,,0.0,4.0,2909.0,27.44,5.0,43.0,19%,9.0,135.0,,,,,,,,,22,0,116,9.0
Beni Baningime,34.0,The Democratic Republic Of Congo,22.0,8.0,2,2,13.198738170347003,8.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,6.0,33%,,0.0,2.0,1.0,0.0,,9.0,9.0,14.0,1.0,1.0,2.0,,0.0,9.090361445783133,82.0,10.25,0.0,0.0,0%,0.0,3.0,,,,,,,,,1,0,4,0.0
Allan,6.0,Brazil,29.0,2.0,2,0,13.198738170347003,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100%,0.0,0.0,,,9.0,56%,,0.0,3.0,3.0,1.0,,18.0,16.0,13.0,2.0,1.0,2.0,,0.0,9.090361445783133,140.0,70.0,0.0,2.0,2%,0.0,7.0,,,,,,,,,0,0,4,0.0
James Rodríguez,19.0,Colombia,29.0,2.0,2,0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,4.0,1.0,25%,0.0,0.0,,,3.0,33%,,1.0,3.0,0.0,0.0,,9.0,12.0,10.0,3.0,1.0,3.0,,0.0,1.0,109.0,54.5,2.0,7.0,29%,3.0,18.0,,,,,,,,,0,0,1,0.0
Abdoulaye Doucouré,16.0,France,27.0,131.0,40,65,17.0,0.13,2.0,12.0,2.0,0.0,0.0,182.0,54.0,30%,2.0,11.0,,,235.0,58%,,56.0,143.0,163.0,66.0,,1019.0,576.0,658.0,129.0,154.0,168.0,,1.0,11.0,6811.0,51.99,15.0,71.0,20%,7.0,213.0,,,,,,,,,31,0,145,10.0
Muhamed Besic,30.0,Bosnia And Herzegovina,28.0,46.0,14,17,13.198738170347003,46.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,27%,1.0,0.0,,,93.0,76%,,7.0,34.0,56.0,26.0,,154.0,186.0,165.0,53.0,21.0,16.0,,1.0,9.090361445783133,1339.0,29.11,2.0,18.0,22%,3.0,116.0,,,,,,,,,11,0,42,0.0
Sandro Ramírez,28.0,Spain,25.0,8.0,2,4,13.198738170347003,8.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,11%,0.0,0.0,,,2.0,,,3.0,1.0,0.0,0.0,,,,,,,,,,9.090361445783133,82.0,10.25,0.0,6.0,,,,,,,,,,,,0,0,1,1.0
Yannick Bolasie,29.0,The Democratic Republic Of Congo,31.0,119.0,38,51,11.0,0.09,1.0,8.0,2.0,0.0,0.0,219.0,72.0,33%,8.0,8.0,,,151.0,,,55.0,48.0,107.0,58.0,,,,,,,,,,17.0,2124.0,17.85,25.0,595.0,,,,,,,,,,,,9,1,140,46.0
Richarlison,7.0,Brazil,23.0,111.0,41,47,31.0,0.28,7.0,12.0,11.0,0.0,0.0,280.0,85.0,30%,7.0,28.0,,,190.0,,,80.0,53.0,109.0,79.0,,,,,,,,,,10.0,2452.0,22.09,22.0,158.0,,,,,,,,,,,,17,1,114,56.0
Dominic Calvert-Lewin,9.0,England,23.0,116.0,43,46,28.0,0.24,12.0,12.0,4.0,0.0,0.0,195.0,77.0,39%,4.0,31.0,,,42.0,,,37.0,29.0,85.0,66.0,,,,,,,,,,9.0,1588.0,13.69,9.0,47.0,,,,,,,,,,,,17,0,138,36.0
Theo Walcott,11.0,England,31.0,346.0,176,93,75.0,0.22,3.0,60.0,12.0,0.0,0.0,616.0,267.0,43%,18.0,79.0,,,214.0,,,141.0,149.0,81.0,29.0,,,,,,,,,,51.0,5491.0,15.87,61.0,952.0,,,,,,,,,,,,10,0,101,163.0
Cenk Tosun,14.0,Turkey,29.0,49.0,14,19,10.0,0.2,5.0,3.0,2.0,0.0,0.0,71.0,30.0,42%,0.0,6.0,,,23.0,,,12.0,6.0,16.0,11.0,,,,,,,,,,3.0,619.0,12.63,4.0,15.0,,,,,,,,,,,,3,0,50,19.0
Alex Iwobi,17.0,Nigeria,24.0,126.0,59,41,12.0,0.1,2.0,9.0,1.0,0.0,0.0,157.0,65.0,41%,4.0,10.0,,,99.0,,,46.0,44.0,33.0,15.0,,,,,,,,,,16.0,3921.0,31.12,23.0,151.0,,,,,,,,,,,,2,0,42,6.0
Bernard,20.0,Brazil,28.0,61.0,23,23,4.0,0.07,0.0,4.0,0.0,0.0,0.0,35.0,10.0,29%,2.0,5.0,,,81.0,,,14.0,43.0,19.0,4.0,,,,,,,,,,5.0,1346.0,22.07,7.0,87.0,,,,,,,,,,,,7,0,36,2.0
Moise Kean,27.0,Italy,20.0,31.0,9,13,2.0,0.06,0.0,2.0,0.0,0.0,0.0,31.0,13.0,42%,0.0,4.0,,,6.0,,,5.0,5.0,1.0,1.0,,,,,,,,,,2.0,131.0,4.23,5.0,14.0,,,,,,,,,,,,1,0,28,4.0
Anthony Gordon,24.0,England,19.0,11.0,3,4,13.198738170347003,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,17%,0.0,0.0,,,11.0,,,2.0,8.0,1.0,0.0,,,,,,,,,,1.0,113.0,10.27,0.0,7.0,,,,,,,,,,,,0,0,10,1.0
Marek Rodák,12.0,Slovakia,23.0,1.0,0,1,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,25.0,25.0,,,,,8.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0,0,0,
Fabri,31.0,Spain,32.0,2.0,0,2,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,5.0,,,,,,,,,,,,,,,0.0,1.0,9.090361445783133,47.0,23.5,,,,,16.0,16.0,0.0,0.0,1.0,1.0,3.0,14.0,14.0,0,0,0,
Alphonse Areola,1.0,France,27.0,1.0,0,1,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,29.0,29.0,,,,,4.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,3.0,0,0,0,
Michael Hector,3.0,Jamaica,28.0,2.0,0,2,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,7.0,3.0,67%,0.0,1.0,0.0,4.0,2.0,1.0,13.0,10.0,7.0,2.0,3.0,1.0,0.0,0.0,9.090361445783133,127.0,63.5,0.0,0.0,0%,0.0,12.0,,,,,,,,,1,0,3,0.0
Denis Odoi,4.0,Belgium,32.0,33.0,7,21,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,3.0,69.0,49.0,71%,0.0,1.0,45.0,147.0,61.0,0.0,200.0,156.0,120.0,16.0,57.0,55.0,1.0,0.0,1.0,1434.0,43.45,1.0,16.0,25%,2.0,72.0,,,,,,,,,4,0,39,1.0
Tim Ream,13.0,United States,32.0,40.0,9,24,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,5.0,78.0,42.0,57%,0.0,0.0,65.0,197.0,67.0,1.0,178.0,126.0,114.0,7.0,66.0,67.0,0.0,1.0,1.0,1517.0,37.92,1.0,3.0,33%,0.0,73.0,,,,,,,,,2,0,16,0.0
Maxime Le Marchand,20.0,France,30.0,26.0,7,17,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,3.0,53.0,56.0,64%,0.0,3.0,54.0,122.0,48.0,0.0,164.0,129.0,106.0,10.0,56.0,45.0,0.0,1.0,1.0,1386.0,53.31,1.0,17.0,24%,1.0,91.0,,,,,,,,,5,0,28,3.0
Joe Bryan,23.0,England,27.0,30.0,6,21,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,5.0,60.0,66.0,67%,0.0,7.0,37.0,74.0,35.0,0.0,135.0,147.0,115.0,18.0,32.0,37.0,0.0,1.0,1.0,1036.0,34.53,8.0,121.0,18%,1.0,54.0,,,,,,,,,5,0,27,2.0
Antonee Robinson,33.0,United States,23.0,81.7006237006237,0,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Kenny Tete,2.0,Netherlands,24.0,1.0,0,1,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,4.0,3.0,67%,0.0,0.0,4.0,3.0,2.0,0.0,4.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,27.0,27.0,1.0,6.0,50%,0.0,0.0,,,,,,,,,1,0,3,0.0
Ola Aina,34.0,Nigeria,23.0,3.0,3,0,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,0.0,,0.0,0.0,0.0,0%,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090361445783133,16.0,5.33,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Jean Michael Seri,24.0,Cote D'Ivoire,29.0,32.0,6,21,1.0,0.03,0.0,1.0,0.0,0.0,0.0,19.0,6.0,32%,1.0,1.0,,,41.0,68%,,7.0,32.0,14.0,6.0,,158.0,93.0,112.0,16.0,14.0,20.0,,2.0,2.0,1592.0,49.75,7.0,108.0,36%,2.0,98.0,,,,,,,,,6,0,32,1.0
Kevin McDonald,6.0,Scotland,31.0,41.0,3,29,1.0,0.02,0.0,1.0,0.0,0.0,0.0,19.0,3.0,16%,1.0,0.0,,,60.0,70%,,7.0,43.0,37.0,11.0,,131.0,117.0,116.0,10.0,28.0,13.0,,0.0,1.0,1285.0,31.34,0.0,19.0,11%,8.0,115.0,,,,,,,,,9,1,33,2.0
Neeskens Kebano,7.0,The Democratic Republic Of Congo,28.0,9.0,0,9,13.198738170347003,,0.0,0.0,0.0,,,119.52452830188679,,,1.0,,0.0,6.0,3.0,33%,0.0,1.0,0.0,3.0,2.0,0.0,13.0,16.0,14.0,7.0,4.0,5.0,0.0,0.0,9.090361445783133,57.0,6.33,0.0,7.0,14%,0.0,0.0,,,,,,,,,0,0,3,1.0
Stefan Johansen,8.0,Norway,29.0,12.0,1,9,13.198738170347003,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1%,0.0,0.0,,,10.0,30%,,0.0,3.0,5.0,3.0,,35.0,17.0,18.0,2.0,3.0,6.0,,0.0,9.090361445783133,250.0,20.83,0.0,9.0,11%,0.0,13.0,,,,,,,,,4,0,6,0.0
Tom Cairney,10.0,Scotland,29.0,43.0,7,28,2.0,0.05,0.0,0.0,2.0,0.0,0.0,33.0,7.0,21%,2.0,0.0,,,57.0,63%,,11.0,32.0,22.0,5.0,,219.0,187.0,146.0,54.0,21.0,23.0,,0.0,1.0,1882.0,43.77,4.0,57.0,23%,9.0,104.0,,,,,,,,,2,0,22,0.0
Josh Onomah,25.0,England,23.0,15.0,8,4,13.198738170347003,15.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,50%,0.0,0.0,,,10.0,90%,,1.0,1.0,2.0,0.0,,8.0,17.0,17.0,3.0,3.0,2.0,,0.0,9.090361445783133,109.0,7.27,0.0,5.0,5%,0.0,0.0,,,,,,,,,0,0,4,1.0
André-Frank Zambo Anguissa,29.0,Cameroon,24.0,24.0,4,18,13.198738170347003,24.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,23%,0.0,0.0,,,54.0,59%,,10.0,37.0,30.0,15.0,,135.0,148.0,151.0,52.0,24.0,32.0,,0.0,1.0,1113.0,46.38,1.0,3.0,33%,0.0,38.0,,,,,,,,,1,1,26,2.0
Mario Lemina,18.0,Gabon,27.0,47.0,8,22,2.0,0.04,0.0,2.0,0.0,0.0,0.0,48.0,10.0,21%,2.0,0.0,,,105.0,69%,,12.0,80.0,63.0,35.0,,260.0,278.0,207.0,78.0,55.0,30.0,,1.0,2.0,1787.0,38.02,3.0,19.0,21%,9.0,87.0,,,,,,,,,7,0,60,3.0
Harrison Reed,21.0,England,25.0,19.0,9,5,13.198738170347003,19.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,50%,0.0,0.0,,,36.0,83%,,1.0,26.0,14.0,3.0,,45.0,60.0,64.0,2.0,7.0,21.0,,0.0,9.090361445783133,419.0,22.05,0.0,4.0,4%,0.0,14.0,,,,,,,,,0,0,8,0.0
Tyrese Francois,35.0,Australia,20.0,81.7006237006237,0,0,13.198738170347003,0.0,0.0,0.0,0.0,0.0,0.0,119.52452830188679,0.0,0%,0.0,0.0,,,0.0,0%,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.090361445783133,2747.585416666667,0.0,0.0,0.0,0%,0.0,0.0,,,,,,,,,0,0,0,0.0
Aleksandar Mitrovic,9.0,Serbia,26.0,79.0,17,46,23.0,0.29,11.0,10.0,2.0,4.0,0.0,221.0,85.0,38%,7.0,24.0,,,44.0,,,46.0,13.0,88.0,76.0,,,,,,,,,,7.0,1841.0,23.3,6.0,14.0,,,,,,,,,,,,12,2,117,51.0
Bobby De Cordova-Reid,14.0,Jamaica,27.0,29.0,7,19,6.0,0.21,0.0,5.0,1.0,1.0,0.0,29.0,10.0,34%,0.0,1.0,,,17.0,,,8.0,3.0,12.0,4.0,,,,,,,,,,2.0,324.0,11.17,1.0,7.0,,,,,,,,,,,,0,0,6,11.0
Ivan Cavaleiro,17.0,Portugal,26.0,25.0,10,11,3.0,0.12,0.0,3.0,0.0,0.0,0.0,13.0,4.0,31%,2.0,1.0,,,6.0,,,2.0,7.0,5.0,3.0,,,,,,,,,,1.0,357.0,14.28,2.0,59.0,,,,,,,,,,,,1,0,15,6.0
Aboubakar Kamara,47.0,France,25.0,15.0,2,10,3.0,0.2,0.0,3.0,0.0,1.0,0.0,22.0,10.0,45%,0.0,4.0,,,8.0,,,0.0,1.0,5.0,2.0,,,,,,,,,,9.090361445783133,262.0,17.47,1.0,20.0,,,,,,,,,,,,2,0,26,7.0
Kiko Casilla,13.0,Spain,33.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
Elia Caprile,25.0,Italy,19.0,81.7006237006237,0,0,13.198738170347003,,,,,,,119.52452830188679,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,9.090361445783133,2747.585416666667,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,
